order_id,order_date,ship_mode,segment,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,customer_id
2247,2022-10-28,Standard Class,Home Office,Technology,Phones,TEC-PH-10004165,570.0,660.0,3,2,3235
2248,2022-07-25,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10004285,10.0,10.0,2,4,4308
2249,2022-10-16,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001628,30.0,40.0,5,3,1166
2250,2022-03-29,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10000546,10.0,10.0,5,3,1347
2251,2022-11-11,Second Class,Consumer,Office Supplies,Appliances,OFF-AP-10001391,460.0,540.0,6,3,2078
2252,2023-09-26,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10000477,20.0,20.0,3,5,1291
2253,2023-08-19,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10004327,110.0,140.0,3,4,21
2254,2022-08-19,First Class,Corporate,Office Supplies,Appliances,OFF-AP-10000696,40.0,40.0,3,5,561
2255,2022-01-08,First Class,Corporate,Office Supplies,Appliances,OFF-AP-10002082,40.0,40.0,2,4,1318
2256,2022-02-19,Standard Class,Corporate,Technology,Phones,TEC-PH-10001944,410.0,440.0,3,2,3862
2257,2023-01-02,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10004952,100.0,110.0,2,2,3727
2258,2023-05-09,First Class,Consumer,Furniture,Chairs,FUR-CH-10000015,980.0,1210.0,7,4,1380
2259,2023-01-26,First Class,Consumer,Office Supplies,Paper,OFF-PA-10001776,20.0,20.0,2,5,3310
2260,2022-05-07,Second Class,Home Office,Office Supplies,Fasteners,OFF-FA-10002280,10.0,10.0,1,4,2366
2261,2023-08-02,Second Class,Home Office,Technology,Accessories,TEC-AC-10002049,330.0,370.0,3,5,3488
2262,2023-09-15,Same Day,Consumer,Technology,Accessories,TEC-AC-10002253,140.0,170.0,1,4,4210
2263,2023-07-22,First Class,Consumer,Furniture,Bookcases,FUR-BO-10004015,320.0,360.0,3,3,311
2264,2023-05-16,Second Class,Consumer,Technology,Accessories,TEC-AC-10004145,450.0,500.0,2,5,2664
2265,2022-11-02,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002479,10.0,10.0,1,4,1347
2266,2022-03-23,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10004970,10.0,10.0,2,3,780
2267,2022-05-14,Same Day,Home Office,Office Supplies,Paper,OFF-PA-10003919,10.0,10.0,2,4,3459
2268,2023-07-25,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10002001,10.0,10.0,2,3,5000
2269,2022-10-30,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002787,10.0,10.0,1,5,1069
2270,2022-11-02,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003291,10.0,10.0,1,4,4989
2271,2022-07-07,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10004344,40.0,50.0,5,4,4418
2272,2022-02-12,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003123,170.0,200.0,6,4,1336
2273,2023-01-29,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000308,410.0,440.0,7,2,1692
2274,2022-09-19,Standard Class,Consumer,Technology,Copiers,TEC-CO-10003763,1060.0,1120.0,2,3,3261
2275,2023-08-30,Second Class,Corporate,Furniture,Tables,FUR-TA-10001866,110.0,140.0,1,2,4831
2276,2023-12-22,Second Class,Corporate,Furniture,Chairs,FUR-CH-10002774,110.0,120.0,3,2,2962
2277,2022-07-14,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004337,260.0,310.0,5,5,879
2278,2023-02-19,Standard Class,Consumer,Furniture,Tables,FUR-TA-10001039,80.0,90.0,1,4,403
2279,2023-01-23,Standard Class,Consumer,Technology,Accessories,TEC-AC-10000109,180.0,220.0,4,3,2879
2280,2023-06-16,First Class,Consumer,Furniture,Chairs,FUR-CH-10003833,90.0,100.0,2,3,1283
2281,2023-02-14,First Class,Consumer,Furniture,Chairs,FUR-CH-10004289,550.0,610.0,8,5,4383
2282,2023-12-13,First Class,Consumer,Furniture,Bookcases,FUR-BO-10004467,180.0,200.0,2,5,3647
2283,2022-04-13,First Class,Corporate,Office Supplies,Paper,OFF-PA-10002713,40.0,50.0,7,3,53
2284,2023-06-01,Standard Class,Consumer,Technology,Phones,TEC-PH-10001552,20.0,20.0,2,3,1797
2285,2023-10-30,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002222,50.0,60.0,7,2,338
2286,2023-10-25,First Class,Corporate,Office Supplies,Paper,OFF-PA-10003971,10.0,10.0,3,2,2554
2287,2022-07-28,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10004036,40.0,40.0,2,2,1577
2288,2022-04-06,Second Class,Corporate,Office Supplies,Appliances,OFF-AP-10002287,20.0,20.0,5,4,1554
2289,2023-06-20,First Class,Consumer,Office Supplies,Art,OFF-AR-10002375,20.0,20.0,5,5,1711
2290,2022-05-12,First Class,Corporate,Furniture,Tables,FUR-TA-10001950,770.0,890.0,2,5,3132
2291,2023-07-30,Standard Class,Corporate,Technology,Phones,TEC-PH-10001557,230.0,290.0,3,5,3882
2292,2023-11-18,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10002937,500.0,600.0,6,5,296
2293,2023-04-28,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001166,10.0,10.0,2,2,332
2294,2023-01-31,Standard Class,Corporate,Technology,Phones,TEC-PH-10000347,10.0,10.0,1,2,2323
2295,2023-07-21,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10003708,160.0,180.0,3,4,3097
2296,2022-12-20,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10002659,10.0,10.0,4,5,2096
2297,2023-05-28,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000965,210.0,260.0,5,4,667
2298,2022-07-31,Standard Class,Consumer,Technology,Phones,TEC-PH-10001527,40.0,40.0,1,4,3435
2299,2022-07-15,Standard Class,Consumer,Technology,Accessories,TEC-AC-10001838,1250.0,1400.0,7,4,3216
2300,2023-05-13,Standard Class,Consumer,Technology,Phones,TEC-PH-10002597,470.0,500.0,4,4,430
2301,2022-07-13,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000756,10.0,10.0,3,2,4251
2302,2023-11-28,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000546,10.0,10.0,4,4,4678
2303,2023-04-23,Standard Class,Corporate,Technology,Accessories,TEC-AC-10001142,300.0,320.0,4,4,5005
2304,2022-07-08,Second Class,Home Office,Furniture,Chairs,FUR-CH-10000785,580.0,720.0,4,2,4080
2305,2023-10-06,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10000474,100.0,110.0,3,4,2802
2306,2023-10-02,First Class,Corporate,Furniture,Bookcases,FUR-BO-10003441,120.0,140.0,2,4,2594
2307,2022-10-18,First Class,Corporate,Office Supplies,Paper,OFF-PA-10004156,30.0,30.0,3,4,1179
2308,2023-09-24,Standard Class,Consumer,Technology,Accessories,TEC-AC-10001432,350.0,390.0,5,3,2619
2309,2023-11-22,First Class,Home Office,Furniture,Chairs,FUR-CH-10001394,260.0,280.0,1,4,4618
2310,2022-12-06,First Class,Home Office,Office Supplies,Storage,OFF-ST-10002370,60.0,70.0,4,2,1106
2311,2023-07-16,First Class,Home Office,Office Supplies,Art,OFF-AR-10002956,80.0,90.0,5,5,689
2312,2022-01-10,First Class,Home Office,Office Supplies,Art,OFF-AR-10001955,20.0,20.0,1,5,462
2313,2022-02-04,First Class,Home Office,Office Supplies,Storage,OFF-ST-10001809,190.0,220.0,3,3,3846
2314,2022-03-09,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10004093,10.0,10.0,2,3,28
2315,2022-06-21,Standard Class,Corporate,Office Supplies,Appliances,OFF-AP-10002118,400.0,420.0,2,2,5090
2316,2023-10-28,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10000404,30.0,40.0,5,4,845
2317,2022-12-24,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10003833,170.0,180.0,3,2,2594
2318,2022-03-14,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002072,50.0,60.0,7,3,565
2319,2023-01-30,Standard Class,Corporate,Technology,Accessories,TEC-AC-10003095,350.0,390.0,3,3,1219
2320,2023-04-11,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10001563,180.0,190.0,4,5,1713
2321,2023-06-28,Standard Class,Corporate,Technology,Accessories,TEC-AC-10000358,240.0,270.0,7,5,1567
2322,2023-07-27,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10004492,80.0,90.0,3,3,4954
2323,2022-06-26,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10001072,60.0,60.0,4,2,1517
2324,2023-11-01,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10003707,60.0,80.0,5,2,3456
2325,2022-11-18,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10000977,300.0,360.0,12,3,444
2326,2023-11-01,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10002082,70.0,80.0,3,5,2401
2327,2023-06-23,Second Class,Corporate,Furniture,Bookcases,FUR-BO-10004709,50.0,50.0,1,2,3873
2328,2023-10-17,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10002365,10.0,10.0,2,4,416
2329,2022-07-19,First Class,Home Office,Office Supplies,Envelopes,OFF-EN-10004147,10.0,10.0,3,2,4736
2330,2023-05-11,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001468,510.0,550.0,4,3,868
2331,2022-03-20,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10000642,40.0,40.0,2,5,4866
2332,2023-02-19,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10000380,30.0,40.0,5,3,367
2333,2022-07-27,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004071,260.0,280.0,5,4,3609
2334,2023-11-07,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004971,10.0,10.0,1,4,4935
2335,2023-08-14,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10000696,60.0,70.0,6,2,2734
2336,2022-02-10,Same Day,Consumer,Office Supplies,Envelopes,OFF-EN-10004030,10.0,10.0,3,5,3840
2337,2023-05-07,Same Day,Consumer,Office Supplies,Appliances,OFF-AP-10000026,390.0,430.0,7,3,3570
2338,2023-09-16,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10003936,20.0,30.0,4,5,1161
2339,2022-01-06,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10004530,40.0,50.0,4,2,4439
2340,2022-03-15,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004930,10.0,10.0,2,5,4308
2341,2022-12-07,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004999,30.0,40.0,7,4,2661
2342,2022-07-27,First Class,Home Office,Furniture,Furnishings,FUR-FU-10002501,60.0,60.0,5,2,2877
2343,2023-08-26,First Class,Home Office,Technology,Accessories,TEC-AC-10000358,100.0,110.0,3,3,4462
2344,2023-09-30,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10004804,110.0,120.0,3,4,2286
2345,2023-06-11,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10001205,390.0,490.0,9,4,3893
2346,2023-01-21,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000659,60.0,70.0,5,2,2374
2347,2022-12-27,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004141,10.0,10.0,2,2,3124
2348,2022-09-09,Standard Class,Consumer,Furniture,Tables,FUR-TA-10004619,520.0,560.0,5,5,3190
2349,2022-09-14,Same Day,Corporate,Office Supplies,Binders,OFF-BI-10004187,10.0,10.0,6,4,4614
2350,2023-04-02,Same Day,Corporate,Office Supplies,Binders,OFF-BI-10000632,60.0,70.0,2,5,3759
2351,2023-12-16,Same Day,Corporate,Office Supplies,Paper,OFF-PA-10003724,10.0,10.0,2,5,198
2352,2022-06-09,Same Day,Corporate,Office Supplies,Appliances,OFF-AP-10002765,70.0,80.0,3,3,368
2353,2022-03-16,Same Day,Corporate,Office Supplies,Art,OFF-AR-10001868,10.0,10.0,6,2,1274
2354,2022-11-23,First Class,Corporate,Furniture,Bookcases,FUR-BO-10002545,1350.0,1550.0,7,3,1198
2355,2022-02-27,First Class,Corporate,Office Supplies,Binders,OFF-BI-10002735,120.0,140.0,5,4,786
2356,2023-10-06,First Class,Corporate,Technology,Accessories,TEC-AC-10004864,40.0,40.0,1,3,2756
2357,2022-04-14,First Class,Corporate,Technology,Machines,TEC-MA-10000597,190.0,240.0,3,5,4855
2358,2023-03-28,Standard Class,Corporate,Furniture,Tables,FUR-TA-10003473,1440.0,1580.0,7,3,4517
2359,2023-10-08,Standard Class,Corporate,Furniture,Tables,FUR-TA-10001950,900.0,1070.0,4,4,561
2360,2022-01-23,Standard Class,Corporate,Furniture,Tables,FUR-TA-10004175,500.0,610.0,3,5,1366
2361,2022-06-19,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002960,30.0,30.0,7,2,4664
2362,2023-09-02,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10000919,140.0,160.0,4,3,596
2363,2022-12-24,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001553,10.0,10.0,5,3,1393
2364,2023-02-14,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10004864,110.0,130.0,2,5,892
2365,2022-09-26,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10004540,150.0,160.0,2,4,1586
2366,2022-12-18,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10004965,40.0,50.0,4,2,2622
2367,2023-03-23,Second Class,Consumer,Furniture,Chairs,FUR-CH-10001714,100.0,120.0,1,5,1372
2368,2022-03-26,First Class,Consumer,Office Supplies,Paper,OFF-PA-10002464,20.0,20.0,4,4,4797
2369,2022-10-29,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10002298,470.0,530.0,6,4,3821
2370,2023-05-07,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10000315,10.0,10.0,2,5,2052
2371,2023-12-20,Second Class,Corporate,Technology,Accessories,TEC-AC-10004353,200.0,250.0,4,2,1306
2372,2022-10-05,Second Class,Corporate,Furniture,Furnishings,FUR-FU-10004973,50.0,60.0,8,3,2327
2373,2022-02-26,Second Class,Corporate,Office Supplies,Fasteners,OFF-FA-10000936,10.0,10.0,1,4,4230
2374,2023-02-07,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10001609,20.0,20.0,9,5,1022
2375,2023-02-22,Second Class,Corporate,Furniture,Chairs,FUR-CH-10000785,220.0,250.0,2,2,4112
2376,2023-11-24,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10000053,10.0,10.0,3,3,1423
2377,2023-08-02,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001718,60.0,80.0,4,3,2647
2378,2023-11-30,Second Class,Consumer,Office Supplies,Supplies,OFF-SU-10004768,10.0,10.0,2,3,2919
2379,2023-07-30,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10003883,30.0,30.0,5,2,3184
2380,2022-12-02,Standard Class,Home Office,Office Supplies,Fasteners,OFF-FA-10004248,10.0,10.0,2,5,1853
2381,2022-09-21,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10002581,40.0,50.0,2,3,3606
2382,2023-02-21,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10004848,40.0,50.0,7,2,2657
2383,2022-10-27,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10002403,150.0,180.0,4,2,954
2384,2022-04-06,First Class,Consumer,Office Supplies,Art,OFF-AR-10003087,20.0,20.0,9,2,4618
2385,2023-04-26,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002026,180.0,190.0,4,4,1725
2386,2022-05-25,First Class,Consumer,Technology,Phones,TEC-PH-10000141,170.0,210.0,4,3,1124
2387,2023-09-07,First Class,Consumer,Technology,Copiers,TEC-CO-10000971,410.0,480.0,2,3,5047
2388,2023-08-28,First Class,Consumer,Office Supplies,Fasteners,OFF-FA-10001229,10.0,10.0,2,5,2112
2389,2023-12-18,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002437,20.0,20.0,2,4,863
2390,2023-05-26,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004255,10.0,10.0,1,5,4457
2391,2023-03-22,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001184,40.0,40.0,7,4,2514
2392,2023-04-09,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002637,1390.0,1620.0,9,4,1768
2393,2022-10-31,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002878,100.0,110.0,4,2,4440
2394,2022-07-09,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10000588,30.0,40.0,2,4,342
2395,2023-11-24,Standard Class,Corporate,Technology,Accessories,TEC-AC-10002217,40.0,40.0,2,4,4523
2396,2023-04-23,Standard Class,Corporate,Technology,Accessories,TEC-AC-10001267,50.0,60.0,2,5,342
2397,2023-10-19,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004041,30.0,40.0,5,2,1067
2398,2022-04-09,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10001613,10.0,10.0,2,2,993
2399,2022-06-26,Second Class,Consumer,Office Supplies,Art,OFF-AR-10000246,20.0,20.0,6,3,1456
2400,2022-04-28,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10001809,580.0,630.0,7,3,3053
2401,2022-05-11,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002214,50.0,60.0,5,4,4259
2402,2022-10-12,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10000649,70.0,90.0,6,5,1991
2403,2023-06-07,Second Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001990,20.0,30.0,5,3,2220
2404,2023-03-08,Standard Class,Corporate,Furniture,Bookcases,FUR-BO-10000780,810.0,960.0,7,5,1528
2405,2022-11-16,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002049,900.0,1120.0,9,4,301
2406,2023-09-06,Standard Class,Consumer,Technology,Phones,TEC-PH-10003555,120.0,130.0,7,3,3290
2407,2022-05-04,Standard Class,Consumer,Technology,Phones,TEC-PH-10000702,60.0,80.0,10,2,3069
2408,2023-10-15,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003631,20.0,20.0,5,3,872
2409,2023-04-23,Standard Class,Consumer,Technology,Phones,TEC-PH-10003072,300.0,360.0,3,3,3342
2410,2022-12-20,First Class,Home Office,Furniture,Furnishings,FUR-FU-10000758,190.0,210.0,8,4,4292
2411,2023-08-25,Standard Class,Home Office,Office Supplies,Fasteners,OFF-FA-10000992,10.0,10.0,2,2,3549
2412,2023-07-16,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10004187,10.0,10.0,5,4,1835
2413,2023-01-09,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001947,10.0,10.0,2,2,3444
2414,2022-03-24,Standard Class,Consumer,Furniture,Tables,FUR-TA-10002356,540.0,630.0,3,2,2074
2415,2022-04-02,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10001714,650.0,750.0,5,5,608
2416,2022-04-26,Standard Class,Home Office,Furniture,Bookcases,FUR-BO-10002824,240.0,300.0,2,3,1257
2417,2023-02-08,Standard Class,Corporate,Technology,Accessories,TEC-AC-10002842,510.0,600.0,5,2,207
2418,2022-07-06,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002082,70.0,80.0,3,2,3818
2419,2023-05-03,Standard Class,Corporate,Technology,Machines,TEC-MA-10000112,1970.0,2400.0,10,4,4278
2420,2022-03-12,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002289,60.0,60.0,2,3,894
2421,2023-01-20,Standard Class,Corporate,Technology,Accessories,TEC-AC-10004171,100.0,100.0,1,5,2562
2422,2023-10-24,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10003656,220.0,230.0,3,5,176
2423,2023-07-15,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10001560,10.0,10.0,2,4,3065
2424,2023-03-18,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002473,130.0,160.0,7,4,5015
2425,2023-02-02,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000632,10.0,10.0,1,3,4051
2426,2022-02-07,Standard Class,Consumer,Furniture,Tables,FUR-TA-10002645,220.0,270.0,2,3,221
2427,2023-09-01,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10002975,30.0,40.0,13,3,2787
2428,2022-06-21,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003784,10.0,10.0,4,4,2090
2429,2022-03-07,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001617,10.0,10.0,4,2,1307
2430,2023-11-25,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10004415,10.0,10.0,7,3,265
2431,2022-08-16,Standard Class,Home Office,Office Supplies,Labels,OFF-LA-10000240,50.0,60.0,8,3,1939
2432,2023-04-28,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001935,10.0,10.0,2,5,1851
2433,2023-06-25,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10002439,340.0,370.0,7,5,3011
2434,2022-08-12,Standard Class,Consumer,Technology,Phones,TEC-PH-10001536,40.0,50.0,4,4,2180
2435,2023-12-24,First Class,Corporate,Office Supplies,Envelopes,OFF-EN-10001532,20.0,30.0,2,3,4638
2436,2023-06-12,First Class,Corporate,Office Supplies,Appliances,OFF-AP-10003057,770.0,830.0,3,2,4211
2437,2023-05-11,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10003708,470.0,550.0,9,2,454
2438,2022-06-12,Second Class,Consumer,Furniture,Tables,FUR-TA-10000849,130.0,150.0,2,3,2686
2439,2022-06-26,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002259,30.0,40.0,4,2,986
2440,2022-07-11,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002597,10.0,10.0,2,2,3196
2441,2023-03-17,Standard Class,Consumer,Technology,Phones,TEC-PH-10004614,290.0,350.0,5,2,780
2442,2022-12-14,Standard Class,Consumer,Furniture,Tables,FUR-TA-10003748,140.0,170.0,2,5,4855
2443,2022-05-17,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10003217,580.0,660.0,4,4,4677
2444,2022-03-14,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002399,80.0,100.0,5,2,2176
2445,2023-09-17,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10002973,30.0,30.0,6,5,3490
2446,2023-11-30,Standard Class,Consumer,Technology,Phones,TEC-PH-10001336,210.0,260.0,2,3,343
2447,2022-10-18,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10000461,20.0,20.0,2,5,1958
2448,2023-01-07,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10000988,420.0,490.0,5,5,311
2449,2022-10-02,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10001809,260.0,270.0,3,3,2707
2450,2022-01-29,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10003963,30.0,30.0,5,2,838
2451,2022-11-12,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10000081,20.0,20.0,5,5,3195
2452,2023-12-23,Second Class,Consumer,Technology,Phones,TEC-PH-10000149,100.0,120.0,6,3,5024
2453,2022-05-08,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10000605,10.0,10.0,3,2,2831
2454,2023-09-19,Second Class,Consumer,Technology,Accessories,TEC-AC-10002399,50.0,60.0,3,2,145
2455,2022-11-12,Second Class,Consumer,Technology,Accessories,TEC-AC-10003038,60.0,70.0,8,3,1841
2456,2022-04-13,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10000344,90.0,110.0,8,5,4717
2457,2022-09-19,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10004093,10.0,10.0,1,3,4593
2458,2023-07-30,Second Class,Consumer,Office Supplies,Art,OFF-AR-10001683,50.0,60.0,6,4,1835
2459,2022-04-08,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10003455,40.0,50.0,3,2,603
2460,2023-12-01,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002578,90.0,100.0,2,5,2807
2461,2023-04-12,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10001763,30.0,30.0,3,4,1858
2462,2023-06-20,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001597,80.0,100.0,3,2,4011
2463,2023-10-12,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001524,70.0,80.0,5,5,1178
2464,2022-06-22,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001553,10.0,10.0,2,2,4857
2465,2023-11-13,Standard Class,Consumer,Technology,Phones,TEC-PH-10000576,120.0,140.0,1,5,848
2466,2022-04-14,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10001317,10.0,10.0,1,3,2912
2467,2022-03-06,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000726,10.0,10.0,1,3,1707
2468,2023-04-25,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003306,520.0,570.0,4,2,3453
2469,2023-09-04,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004983,30.0,30.0,5,5,3674
2470,2022-06-28,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001291,20.0,20.0,1,4,887
2471,2023-10-22,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002107,10.0,10.0,8,3,1627
2472,2022-01-01,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10002213,410.0,450.0,4,3,2906
2473,2022-02-04,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10000692,60.0,60.0,4,3,47
2474,2022-04-06,First Class,Consumer,Furniture,Chairs,FUR-CH-10001190,200.0,220.0,2,5,1350
2475,2023-11-21,First Class,Consumer,Technology,Accessories,TEC-AC-10000682,70.0,80.0,5,2,958
2476,2023-05-03,First Class,Consumer,Office Supplies,Labels,OFF-LA-10004545,70.0,90.0,7,4,1816
2477,2023-06-27,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10003057,960.0,1100.0,4,2,5015
2478,2023-10-13,Second Class,Corporate,Furniture,Tables,FUR-TA-10000198,1110.0,1320.0,3,2,874
2479,2022-01-17,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10002833,10.0,10.0,3,5,480
2480,2023-01-29,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10002557,10.0,10.0,1,5,4797
2481,2023-09-09,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003656,130.0,150.0,2,3,826
2482,2023-09-02,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001097,900.0,1000.0,6,2,2470
2483,2022-10-01,Standard Class,Home Office,Technology,Phones,TEC-PH-10000912,40.0,40.0,4,3,424
2484,2022-08-13,Standard Class,Home Office,Furniture,Tables,FUR-TA-10000617,930.0,1140.0,5,5,2898
2485,2022-08-31,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10001658,90.0,100.0,5,4,284
2486,2023-11-14,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003856,10.0,10.0,2,3,668
2487,2022-02-16,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10001837,80.0,90.0,2,2,1231
2488,2022-03-09,Second Class,Corporate,Office Supplies,Art,OFF-AR-10001473,10.0,10.0,3,2,3144
2489,2023-10-15,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10004285,20.0,20.0,3,3,4250
2490,2023-01-28,Second Class,Consumer,Technology,Phones,TEC-PH-10001835,550.0,630.0,4,4,801
2491,2023-03-22,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002245,20.0,20.0,4,3,3135
