Order Id,Order Date,Ship Mode,Segment,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent,Customer ID
2245,28-06-2022,Standard Class,Home Office,Office Supplies,Fasteners,OFF-FA-10004248,10,10,2,2,2144
2246,29-05-2023,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10001492,10,10,1,2,447
2247,28-10-2022,Standard Class,Home Office,Technology,Phones,TEC-PH-10004165,570,660,3,2,3235
2248,25-07-2022,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10004285,10,10,2,4,4308
2249,16-10-2022,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001628,30,40,5,3,1166
2250,29-03-2022,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10000546,10,10,5,3,1347
2251,11-11-2022,Second Class,Consumer,Office Supplies,Appliances,OFF-AP-10001391,460,540,6,3,2078
2252,26-09-2023,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10000477,20,20,3,5,1291
2253,19-08-2023,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10004327,110,140,3,4,21
2254,19-08-2022,First Class,Corporate,Office Supplies,Appliances,OFF-AP-10000696,40,40,3,5,561
2255,08-01-2022,First Class,Corporate,Office Supplies,Appliances,OFF-AP-10002082,40,40,2,4,1318
2256,19-02-2022,Standard Class,Corporate,Technology,Phones,TEC-PH-10001944,410,440,3,2,3862
2257,02-01-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10004952,100,110,2,2,3727
2258,09-05-2023,First Class,Consumer,Furniture,Chairs,FUR-CH-10000015,980,1210,7,4,1380
2259,26-01-2023,First Class,Consumer,Office Supplies,Paper,OFF-PA-10001776,20,20,2,5,3310
2260,07-05-2022,Second Class,Home Office,Office Supplies,Fasteners,OFF-FA-10002280,10,10,1,4,2366
2261,02-08-2023,Second Class,Home Office,Technology,Accessories,TEC-AC-10002049,330,370,3,5,3488
2262,15-09-2023,Same Day,Consumer,Technology,Accessories,TEC-AC-10002253,140,170,1,4,4210
2263,22-07-2023,First Class,Consumer,Furniture,Bookcases,FUR-BO-10004015,320,360,3,3,311
2264,16-05-2023,Second Class,Consumer,Technology,Accessories,TEC-AC-10004145,450,500,2,5,2664
2265,02-11-2022,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002479,10,10,1,4,1347
2266,23-03-2022,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10004970,10,10,2,3,780
2267,14-05-2022,Same Day,Home Office,Office Supplies,Paper,OFF-PA-10003919,10,10,2,4,3459
2268,25-07-2023,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10002001,10,10,2,3,5000
2269,30-10-2022,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002787,10,10,1,5,1069
2270,02-11-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003291,10,10,1,4,4989
2271,07-07-2022,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10004344,40,50,5,4,4418
2272,12-02-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003123,170,200,6,4,1336
2273,29-01-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000308,410,440,7,2,1692
2274,19-09-2022,Standard Class,Consumer,Technology,Copiers,TEC-CO-10003763,1060,1120,2,3,3261
2275,30-08-2023,Second Class,Corporate,Furniture,Tables,FUR-TA-10001866,110,140,1,2,4831
2276,22-12-2023,Second Class,Corporate,Furniture,Chairs,FUR-CH-10002774,110,120,3,2,2962
2277,14-07-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004337,260,310,5,5,879
2278,19-02-2023,Standard Class,Consumer,Furniture,Tables,FUR-TA-10001039,80,90,1,4,403
2279,23-01-2023,Standard Class,Consumer,Technology,Accessories,TEC-AC-10000109,180,220,4,3,2879
2280,16-06-2023,First Class,Consumer,Furniture,Chairs,FUR-CH-10003833,90,100,2,3,1283
2281,14-02-2023,First Class,Consumer,Furniture,Chairs,FUR-CH-10004289,550,610,8,5,4383
2282,13-12-2023,First Class,Consumer,Furniture,Bookcases,FUR-BO-10004467,180,200,2,5,3647
2283,13-04-2022,First Class,Corporate,Office Supplies,Paper,OFF-PA-10002713,40,50,7,3,53
2284,01-06-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10001552,20,20,2,3,1797
2285,30-10-2023,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002222,50,60,7,2,338
2286,25-10-2023,First Class,Corporate,Office Supplies,Paper,OFF-PA-10003971,10,10,3,2,2554
2287,28-07-2022,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10004036,40,40,2,2,1577
2288,06-04-2022,Second Class,Corporate,Office Supplies,Appliances,OFF-AP-10002287,20,20,5,4,1554
2289,20-06-2023,First Class,Consumer,Office Supplies,Art,OFF-AR-10002375,20,20,5,5,1711
2290,12-05-2022,First Class,Corporate,Furniture,Tables,FUR-TA-10001950,770,890,2,5,3132
2291,30-07-2023,Standard Class,Corporate,Technology,Phones,TEC-PH-10001557,230,290,3,5,3882
2292,18-11-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10002937,500,600,6,5,296
2293,28-04-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001166,10,10,2,2,332
2294,31-01-2023,Standard Class,Corporate,Technology,Phones,TEC-PH-10000347,0,0,1,2,2323
2295,21-07-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10003708,160,180,3,4,3097
2296,20-12-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10002659,10,10,4,5,2096
2297,28-05-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000965,210,260,5,4,667
2298,31-07-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10001527,40,40,1,4,3435
2299,15-07-2022,Standard Class,Consumer,Technology,Accessories,TEC-AC-10001838,1250,1400,7,4,3216
2300,13-05-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10002597,470,500,4,4,430
2301,13-07-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000756,10,10,3,2,4251
2302,28-11-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000546,10,10,4,4,4678
2303,23-04-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10001142,300,320,4,4,5005
2304,08-07-2022,Second Class,Home Office,Furniture,Chairs,FUR-CH-10000785,580,720,4,2,4080
2305,06-10-2023,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10000474,100,110,3,4,2802
2306,02-10-2023,First Class,Corporate,Furniture,Bookcases,FUR-BO-10003441,120,140,2,4,2594
2307,18-10-2022,First Class,Corporate,Office Supplies,Paper,OFF-PA-10004156,30,30,3,4,1179
2308,24-09-2023,Standard Class,Consumer,Technology,Accessories,TEC-AC-10001432,350,390,5,3,2619
2309,22-11-2023,First Class,Home Office,Furniture,Chairs,FUR-CH-10001394,260,280,1,4,4618
2310,06-12-2022,First Class,Home Office,Office Supplies,Storage,OFF-ST-10002370,60,70,4,2,1106
2311,16-07-2023,First Class,Home Office,Office Supplies,Art,OFF-AR-10002956,80,90,5,5,689
2312,10-01-2022,First Class,Home Office,Office Supplies,Art,OFF-AR-10001955,20,20,1,5,462
2313,04-02-2022,First Class,Home Office,Office Supplies,Storage,OFF-ST-10001809,190,220,3,3,3846
2314,09-03-2022,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10004093,10,10,2,3,28
2315,21-06-2022,Standard Class,Corporate,Office Supplies,Appliances,OFF-AP-10002118,400,420,2,2,5090
2316,28-10-2023,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10000404,30,40,5,4,845
2317,24-12-2022,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10003833,170,180,3,2,2594
2318,14-03-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002072,50,60,7,3,565
2319,30-01-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10003095,350,390,3,3,1219
2320,11-04-2023,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10001563,180,190,4,5,1713
2321,28-06-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10000358,240,270,7,5,1567
2322,27-07-2023,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10004492,80,90,3,3,4954
2323,26-06-2022,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10001072,60,60,4,2,1517
2324,01-11-2023,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10003707,60,80,5,2,3456
2325,18-11-2022,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10000977,300,360,12,3,444
2326,01-11-2023,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10002082,70,80,3,5,2401
2327,23-06-2023,Second Class,Corporate,Furniture,Bookcases,FUR-BO-10004709,50,50,1,2,3873
2328,17-10-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10002365,10,10,2,4,416
2329,19-07-2022,First Class,Home Office,Office Supplies,Envelopes,OFF-EN-10004147,10,10,3,2,4736
2330,11-05-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001468,510,550,4,3,868
2331,20-03-2022,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10000642,40,40,2,5,4866
2332,19-02-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10000380,30,40,5,3,367
2333,27-07-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004071,260,280,5,4,3609
2334,07-11-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004971,10,10,1,4,4935
2335,14-08-2023,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10000696,60,70,6,2,2734
2336,10-02-2022,Same Day,Consumer,Office Supplies,Envelopes,OFF-EN-10004030,10,10,3,5,3840
2337,07-05-2023,Same Day,Consumer,Office Supplies,Appliances,OFF-AP-10000026,390,430,7,3,3570
2338,16-09-2023,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10003936,20,30,4,5,1161
2339,06-01-2022,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10004530,40,50,4,2,4439
2340,15-03-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004930,10,10,2,5,4308
2341,07-12-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004999,30,40,7,4,2661
2342,27-07-2022,First Class,Home Office,Furniture,Furnishings,FUR-FU-10002501,60,60,5,2,2877
2343,26-08-2023,First Class,Home Office,Technology,Accessories,TEC-AC-10000358,100,110,3,3,4462
2344,30-09-2023,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10004804,110,120,3,4,2286
2345,11-06-2023,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10001205,390,490,9,4,3893
2346,21-01-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000659,60,70,5,2,2374
2347,27-12-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004141,0,0,2,2,3124
2348,09-09-2022,Standard Class,Consumer,Furniture,Tables,FUR-TA-10004619,520,560,5,5,3190
2349,14-09-2022,Same Day,Corporate,Office Supplies,Binders,OFF-BI-10004187,10,10,6,4,4614
2350,02-04-2023,Same Day,Corporate,Office Supplies,Binders,OFF-BI-10000632,60,70,2,5,3759
2351,16-12-2023,Same Day,Corporate,Office Supplies,Paper,OFF-PA-10003724,10,10,2,5,198
2352,09-06-2022,Same Day,Corporate,Office Supplies,Appliances,OFF-AP-10002765,70,80,3,3,368
2353,16-03-2022,Same Day,Corporate,Office Supplies,Art,OFF-AR-10001868,10,10,6,2,1274
2354,23-11-2022,First Class,Corporate,Furniture,Bookcases,FUR-BO-10002545,1350,1550,7,3,1198
2355,27-02-2022,First Class,Corporate,Office Supplies,Binders,OFF-BI-10002735,120,140,5,4,786
2356,06-10-2023,First Class,Corporate,Technology,Accessories,TEC-AC-10004864,40,40,1,3,2756
2357,14-04-2022,First Class,Corporate,Technology,Machines,TEC-MA-10000597,190,240,3,5,4855
2358,28-03-2023,Standard Class,Corporate,Furniture,Tables,FUR-TA-10003473,1440,1580,7,3,4517
2359,08-10-2023,Standard Class,Corporate,Furniture,Tables,FUR-TA-10001950,900,1070,4,4,561
2360,23-01-2022,Standard Class,Corporate,Furniture,Tables,FUR-TA-10004175,500,610,3,5,1366
2361,19-06-2022,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002960,30,30,7,2,4664
2362,02-09-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10000919,140,160,4,3,596
2363,24-12-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001553,10,10,5,3,1393
2364,14-02-2023,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10004864,110,130,2,5,892
2365,26-09-2022,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10004540,150,160,2,4,1586
2366,18-12-2022,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10004965,40,50,4,2,2622
2367,23-03-2023,Second Class,Consumer,Furniture,Chairs,FUR-CH-10001714,100,120,1,5,1372
2368,26-03-2022,First Class,Consumer,Office Supplies,Paper,OFF-PA-10002464,20,20,4,4,4797
2369,29-10-2022,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10002298,470,530,6,4,3821
2370,07-05-2023,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10000315,0,0,2,5,2052
2371,20-12-2023,Second Class,Corporate,Technology,Accessories,TEC-AC-10004353,200,250,4,2,1306
2372,05-10-2022,Second Class,Corporate,Furniture,Furnishings,FUR-FU-10004973,50,60,8,3,2327
2373,26-02-2022,Second Class,Corporate,Office Supplies,Fasteners,OFF-FA-10000936,0,0,1,4,4230
2374,07-02-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10001609,20,20,9,5,1022
2375,22-02-2023,Second Class,Corporate,Furniture,Chairs,FUR-CH-10000785,220,250,2,2,4112
2376,24-11-2023,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10000053,10,10,3,3,1423
2377,02-08-2023,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001718,60,80,4,3,2647
2378,30-11-2023,Second Class,Consumer,Office Supplies,Supplies,OFF-SU-10004768,10,10,2,3,2919
2379,30-07-2023,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10003883,30,30,5,2,3184
2380,02-12-2022,Standard Class,Home Office,Office Supplies,Fasteners,OFF-FA-10004248,10,10,2,5,1853
2381,21-09-2022,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10002581,40,50,2,3,3606
2382,21-02-2023,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10004848,40,50,7,2,2657
2383,27-10-2022,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10002403,150,180,4,2,954
2384,06-04-2022,First Class,Consumer,Office Supplies,Art,OFF-AR-10003087,20,20,9,2,4618
2385,26-04-2023,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002026,180,190,4,4,1725
2386,25-05-2022,First Class,Consumer,Technology,Phones,TEC-PH-10000141,170,210,4,3,1124
2387,07-09-2023,First Class,Consumer,Technology,Copiers,TEC-CO-10000971,410,480,2,3,5047
2388,28-08-2023,First Class,Consumer,Office Supplies,Fasteners,OFF-FA-10001229,10,10,2,5,2112
2389,18-12-2023,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002437,20,20,2,4,863
2390,26-05-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004255,10,10,1,5,4457
2391,22-03-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001184,40,40,7,4,2514
2392,09-04-2023,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002637,1390,1620,9,4,1768
2393,31-10-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002878,100,110,4,2,4440
2394,09-07-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10000588,30,40,2,4,342
2395,24-11-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10002217,40,40,2,4,4523
2396,23-04-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10001267,50,60,2,5,342
2397,19-10-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004041,30,40,5,2,1067
2398,09-04-2022,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10001613,10,10,2,2,993
2399,26-06-2022,Second Class,Consumer,Office Supplies,Art,OFF-AR-10000246,20,20,6,3,1456
2400,28-04-2022,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10001809,580,630,7,3,3053
2401,11-05-2022,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002214,50,60,5,4,4259
2402,12-10-2022,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10000649,70,90,6,5,1991
2403,07-06-2023,Second Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001990,20,30,5,3,2220
2404,08-03-2023,Standard Class,Corporate,Furniture,Bookcases,FUR-BO-10000780,810,960,7,5,1528
2405,16-11-2022,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002049,900,1120,9,4,301
2406,06-09-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10003555,120,130,7,3,3290
2407,04-05-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10000702,60,80,10,2,3069
2408,15-10-2023,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003631,20,20,5,3,872
2409,23-04-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10003072,300,360,3,3,3342
2410,20-12-2022,First Class,Home Office,Furniture,Furnishings,FUR-FU-10000758,190,210,8,4,4292
2411,25-08-2023,Standard Class,Home Office,Office Supplies,Fasteners,OFF-FA-10000992,10,10,2,2,3549
2412,16-07-2023,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10004187,10,10,5,4,1835
2413,09-01-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001947,10,10,2,2,3444
2414,24-03-2022,Standard Class,Consumer,Furniture,Tables,FUR-TA-10002356,540,630,3,2,2074
2415,02-04-2022,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10001714,650,750,5,5,608
2416,26-04-2022,Standard Class,Home Office,Furniture,Bookcases,FUR-BO-10002824,240,300,2,3,1257
2417,08-02-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10002842,510,600,5,2,207
2418,06-07-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002082,70,80,3,2,3818
2419,03-05-2023,Standard Class,Corporate,Technology,Machines,TEC-MA-10000112,1970,2400,10,4,4278
2420,12-03-2022,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002289,60,60,2,3,894
2421,20-01-2023,Standard Class,Corporate,Technology,Accessories,TEC-AC-10004171,100,100,1,5,2562
2422,24-10-2023,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10003656,220,230,3,5,176
2423,15-07-2023,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10001560,10,10,2,4,3065
2424,18-03-2023,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002473,130,160,7,4,5015
2425,02-02-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000632,10,10,1,3,4051
2426,07-02-2022,Standard Class,Consumer,Furniture,Tables,FUR-TA-10002645,220,270,2,3,221
2427,01-09-2023,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10002975,30,40,13,3,2787
2428,21-06-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003784,0,0,4,4,2090
2429,07-03-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001617,10,10,4,2,1307
2430,25-11-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10004415,10,10,7,3,265
2431,16-08-2022,Standard Class,Home Office,Office Supplies,Labels,OFF-LA-10000240,50,60,8,3,1939
2432,28-04-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001935,10,10,2,5,1851
2433,25-06-2023,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10002439,340,370,7,5,3011
2434,12-08-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10001536,40,50,4,4,2180
2435,24-12-2023,First Class,Corporate,Office Supplies,Envelopes,OFF-EN-10001532,20,30,2,3,4638
2436,12-06-2023,First Class,Corporate,Office Supplies,Appliances,OFF-AP-10003057,770,830,3,2,4211
2437,11-05-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10003708,470,550,9,2,454
2438,12-06-2022,Second Class,Consumer,Furniture,Tables,FUR-TA-10000849,130,150,2,3,2686
2439,26-06-2022,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002259,30,40,4,2,986
2440,11-07-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002597,10,10,2,2,3196
2441,17-03-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10004614,290,350,5,2,780
2442,14-12-2022,Standard Class,Consumer,Furniture,Tables,FUR-TA-10003748,140,170,2,5,4855
2443,17-05-2022,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10003217,580,660,4,4,4677
2444,14-03-2022,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002399,80,100,5,2,2176
2445,17-09-2023,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10002973,30,30,6,5,3490
2446,30-11-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10001336,210,260,2,3,343
2447,18-10-2022,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10000461,20,20,2,5,1958
2448,07-01-2023,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10000988,420,490,5,5,311
2449,02-10-2022,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10001809,260,270,3,3,2707
2450,29-01-2022,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10003963,30,30,5,2,838
2451,12-11-2022,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10000081,20,20,5,5,3195
2452,23-12-2023,Second Class,Consumer,Technology,Phones,TEC-PH-10000149,100,120,6,3,5024
2453,08-05-2022,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10000605,10,10,3,2,2831
2454,19-09-2023,Second Class,Consumer,Technology,Accessories,TEC-AC-10002399,50,60,3,2,145
2455,12-11-2022,Second Class,Consumer,Technology,Accessories,TEC-AC-10003038,60,70,8,3,1841
2456,13-04-2022,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10000344,90,110,8,5,4717
2457,19-09-2022,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10004093,10,10,1,3,4593
2458,30-07-2023,Second Class,Consumer,Office Supplies,Art,OFF-AR-10001683,50,60,6,4,1835
2459,08-04-2022,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10003455,40,50,3,2,603
2460,01-12-2023,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002578,90,100,2,5,2807
2461,12-04-2023,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10001763,30,30,3,4,1858
2462,20-06-2023,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001597,80,100,3,2,4011
2463,12-10-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001524,70,80,5,5,1178
2464,22-06-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001553,10,10,2,2,4857
2465,13-11-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10000576,120,140,1,5,848
2466,14-04-2022,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10001317,0,0,1,3,2912
2467,06-03-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000726,10,10,1,3,1707
2468,25-04-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003306,520,570,4,2,3453
2469,04-09-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004983,30,30,5,5,3674
2470,28-06-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001291,20,20,1,4,887
2471,22-10-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002107,10,10,8,3,1627
2472,01-01-2022,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10002213,410,450,4,3,2906
2473,04-02-2022,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10000692,60,60,4,3,47
2474,06-04-2022,First Class,Consumer,Furniture,Chairs,FUR-CH-10001190,200,220,2,5,1350
2475,21-11-2023,First Class,Consumer,Technology,Accessories,TEC-AC-10000682,70,80,5,2,958
2476,03-05-2023,First Class,Consumer,Office Supplies,Labels,OFF-LA-10004545,70,90,7,4,1816
2477,27-06-2023,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10003057,960,1100,4,2,5015
2478,13-10-2023,Second Class,Corporate,Furniture,Tables,FUR-TA-10000198,1110,1320,3,2,874
2479,17-01-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10002833,10,10,3,5,480
2480,29-01-2023,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10002557,10,10,1,5,4797
2481,09-09-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003656,130,150,2,3,826
2482,02-09-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001097,900,1000,6,2,2470
2483,01-10-2022,Standard Class,Home Office,Technology,Phones,TEC-PH-10000912,40,40,4,3,424
2484,13-08-2022,Standard Class,Home Office,Furniture,Tables,FUR-TA-10000617,930,1140,5,5,2898
2485,31-08-2022,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10001658,90,100,5,4,284
2486,14-11-2023,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003856,10,10,2,3,668
2487,16-02-2022,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10001837,80,90,2,2,1231
2488,09-03-2022,Second Class,Corporate,Office Supplies,Art,OFF-AR-10001473,10,10,3,2,3144
2489,15-10-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10004285,20,20,3,3,4250
2490,28-01-2023,Second Class,Consumer,Technology,Phones,TEC-PH-10001835,550,630,4,4,801
2491,22-03-2023,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002245,20,20,4,3,3135
2492,29-01-2022,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10001457,70,90,6,5,2848
2493,23-04-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10002885,3730,4550,7,4,1276
2494,22-11-2023,Second Class,Consumer,Furniture,Tables,FUR-TA-10004086,250,300,5,3,4260
2495,12-03-2023,Second Class,Consumer,Technology,Phones,TEC-PH-10000895,580,720,5,2,5046
2496,07-11-2023,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10000225,540,650,8,4,1797
2497,25-04-2023,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10002370,50,60,3,3,4549
2498,28-04-2022,Standard Class,Home Office,Office Supplies,Envelopes,OFF-EN-10000056,110,120,2,2,242
2499,14-12-2023,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10004817,10,10,1,5,3206
2500,05-11-2022,First Class,Consumer,Office Supplies,Envelopes,OFF-EN-10004483,30,40,3,3,1222
2501,28-10-2023,First Class,Corporate,Office Supplies,Paper,OFF-PA-10001892,10,10,2,5,1
2502,28-08-2022,First Class,Corporate,Office Supplies,Binders,OFF-BI-10000546,0,0,4,4,1925
2503,06-09-2022,First Class,Corporate,Office Supplies,Binders,OFF-BI-10001294,10,10,4,5,1095
2504,12-10-2023,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10000248,10,10,2,2,428
2505,24-10-2022,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10001228,40,50,4,2,401
2506,19-04-2023,Second Class,Consumer,Office Supplies,Supplies,OFF-SU-10000151,7370,8190,5,5,2235
2507,26-11-2023,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10004351,70,80,8,3,1008
2508,05-02-2023,Same Day,Consumer,Office Supplies,Appliances,OFF-AP-10001293,30,30,4,4,1991
