Customer ID,Age,Gender,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
270,68,Male,44,Georgia,M,Charcoal,Winter,3.3,Yes,Yes,9,Cash,Bi-Weekly
891,52,Male,51,New York,S,Purple,Spring,4.3,Yes,Yes,47,Credit Card,Monthly
1996,67,Male,80,Missouri,S,Teal,Spring,3,No,No,29,Debit Card,Quarterly
2126,57,Male,87,New Hampshire,M,Beige,Fall,4.8,No,No,31,PayPal,Quarterly
1714,49,Male,22,Missouri,M,Pink,Winter,4.6,No,No,37,PayPal,Quarterly
4500,22,Female,,Phoenix,,Black,Winter,,No,Yes,39,Credit Card,Weekly
4332,31,Female,,Los Angeles,M,White,Autumn,4,Yes,No,,Credit Card,Quarterly
4165,53,Other,684.07,Chicago,L,Blue,Spring,5,Yes,Yes,,Cash,Quarterly
509,27,Male,20,Illinois,S,Yellow,Winter,3.7,Yes,Yes,31,PayPal,Quarterly
2053,45,Male,48,New Hampshire,M,Gray,Winter,3.7,No,No,30,Bank Transfer,Annually
3536,68,Female,51,Mississippi,M,Red,Summer,5,No,No,20,Debit Card,Monthly
3037,50,Female,58,Vermont,S,Violet,Spring,4.3,No,No,7,Venmo,Fortnightly
4711,63,Male,722.83,Houston,M,Black,Winter,,No,Yes,,PayPal,Quarterly
4700,61,Other,1282.12,Chicago,M,Black,Autumn,,No,Yes,,Debit Card,Quarterly
4164,41,Female,,New York,,Red,Spring,,No,No,,PayPal,Monthly
3095,22,Female,59,Georgia,M,Gray,Summer,2.7,No,No,9,Cash,Weekly
4704,39,Female,,Phoenix,S,Black,Summer,,Yes,Yes,,Cash,Monthly
1560,43,Male,94,Oregon,L,Beige,Fall,4.5,No,Yes,23,PayPal,Fortnightly
3697,63,Female,48,Connecticut,L,Turquoise,Fall,3.4,No,No,26,Bank Transfer,Annually
1494,70,Male,44,North Dakota,S,Gold,Fall,2.7,No,Yes,44,Credit Card,Quarterly
860,47,Male,73,Wisconsin,M,Teal,Winter,4,Yes,Yes,7,Debit Card,Monthly
2220,33,Male,91,Minnesota,S,Purple,Fall,2.8,No,No,16,Bank Transfer,Fortnightly
845,59,Male,48,Missouri,L,Purple,Winter,4.4,Yes,Yes,44,Venmo,Bi-Weekly
1160,66,Male,55,New Hampshire,L,Blue,Fall,3.6,No,Yes,46,Venmo,Every 3 Months
3230,54,Female,67,Connecticut,M,Teal,Fall,2.7,No,No,24,Cash,Monthly
25,18,Male,22,Florida,M,Green,Fall,2.9,Yes,Yes,16,Debit Card,Weekly
3726,18,Female,100,Oklahoma,S,Turquoise,Winter,4.4,No,No,2,PayPal,Annually
939,36,Male,97,Wisconsin,S,Teal,Fall,4.8,Yes,Yes,21,Debit Card,Fortnightly
1248,65,Male,99,Virginia,M,Charcoal,Spring,,No,Yes,18,Venmo,Bi-Weekly
3898,46,Female,33,New Jersey,L,Green,Spring,2.9,No,No,24,Venmo,Quarterly
562,65,Male,65,Alabama,M,Blue,Fall,2.6,Yes,Yes,25,PayPal,Fortnightly
183,38,Male,96,Alabama,XL,Purple,Summer,2.8,Yes,Yes,10,Debit Card,Annually
2677,43,Female,77,Kentucky,M,Maroon,Spring,3.6,No,No,3,Cash,Fortnightly
3376,51,Female,98,Connecticut,XL,Yellow,Fall,4.9,No,No,8,Credit Card,Annually
3761,65,Female,80,Connecticut,M,Peach,Fall,3.1,No,No,36,PayPal,Weekly
1973,54,Male,31,Louisiana,M,Silver,Summer,3.3,No,No,48,PayPal,Every 3 Months
420,53,Male,91,Utah,S,Teal,Winter,,Yes,Yes,14,Credit Card,Every 3 Months
2457,59,Male,83,Nebraska,M,Green,Winter,3.3,No,No,5,PayPal,Monthly
3543,62,Female,28,Idaho,S,Olive,Spring,4.2,No,No,5,Venmo,Weekly
4955,20,Other,,Los Angeles,,Red,Winter,,No,No,3,Cash,Quarterly
2873,63,Female,48,Connecticut,L,Olive,Fall,2.6,No,No,5,Cash,Annually
631,41,Male,94,Mississippi,S,Silver,Fall,4.3,Yes,Yes,33,Debit Card,Annually
462,18,Male,93,Ohio,M,Yellow,Winter,3.9,Yes,Yes,20,Venmo,Weekly
669,49,Male,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Yes,35,Bank Transfer,Monthly
3575,29,Female,70,New York,M,Cyan,Fall,4.9,No,No,39,Bank Transfer,Quarterly
3154,56,Female,88,Alabama,L,Red,Fall,3.1,No,No,46,Venmo,Fortnightly
3630,52,Female,43,Kansas,L,Lavender,Summer,4.5,No,No,44,Debit Card,Fortnightly
4709,63,Female,,Phoenix,XL,Green,Summer,2,Yes,Yes,,Credit Card,Monthly
2448,59,Male,47,South Dakota,L,Peach,Fall,3.2,No,No,10,Venmo,Fortnightly
1166,51,Male,64,Wisconsin,M,Silver,Winter,2.9,No,Yes,21,Venmo,Every 3 Months
1855,25,Male,61,Kentucky,M,Teal,Spring,3.8,No,No,49,Credit Card,Annually
1825,58,Male,47,Illinois,XL,Magenta,Winter,3.8,No,No,31,Cash,Monthly
1620,57,Male,78,Hawaii,L,Beige,Winter,3.5,No,Yes,50,Venmo,Bi-Weekly
2515,42,Male,37,Alaska,L,Teal,Spring,4.8,No,No,45,PayPal,Bi-Weekly
1368,60,Male,63,Iowa,S,Black,Fall,3.8,No,Yes,25,Cash,Quarterly
5026,66,Other,1311.16,Los Angeles,S,White,Autumn,5,No,Yes,22,Debit Card,Weekly
3106,48,Female,33,Oregon,M,Olive,Fall,2.7,No,No,17,Debit Card,Monthly
1220,19,Male,23,Vermont,M,Gold,Winter,2.5,No,Yes,35,Credit Card,Bi-Weekly
2685,46,Female,45,Washington,M,Gray,Summer,4.7,No,No,42,Credit Card,Bi-Weekly
537,44,Male,84,Illinois,S,Maroon,Fall,4.4,Yes,Yes,16,Debit Card,Every 3 Months
4055,21,Other,1493.56,New York,S,Green,Autumn,,No,Yes,9,Credit Card,Quarterly
2083,41,Male,89,Arkansas,M,Yellow,Summer,2.9,No,No,28,Venmo,Every 3 Months
369,24,Male,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Yes,29,Cash,Monthly
4616,51,Female,336.09,New York,,White,Autumn,,No,Yes,,PayPal,Monthly
1067,49,Male,96,Mississippi,M,Red,Winter,4,No,Yes,11,PayPal,Bi-Weekly
1209,20,Male,100,Wisconsin,S,Red,Winter,,No,Yes,8,Debit Card,Annually
4716,70,Other,1352.6,New York,M,Black,Autumn,4,No,Yes,,Debit Card,Weekly
3279,59,Female,70,Montana,M,Black,Summer,3.3,No,No,18,Bank Transfer,Weekly
4391,20,Male,732.58,New York,M,Red,Autumn,,Yes,Yes,,Cash,Monthly
2222,25,Male,88,Kansas,XL,White,Fall,3,No,No,34,Credit Card,Annually
1901,65,Male,85,Iowa,S,Blue,Summer,3.3,No,No,34,Cash,Quarterly
3409,48,Female,72,Montana,L,Purple,Summer,4.4,No,No,11,Bank Transfer,Annually
456,54,Male,100,Utah,XL,Gold,Fall,3.6,Yes,Yes,50,Debit Card,Fortnightly
2545,46,Male,70,Delaware,M,Red,Spring,2.5,No,No,39,Venmo,Quarterly
4193,46,Male,991.93,New York,S,Red,Winter,,No,Yes,8,Debit Card,Monthly
2345,34,Male,92,Rhode Island,XL,Lavender,Fall,3.5,No,No,14,Venmo,Bi-Weekly
2614,58,Male,88,South Dakota,M,Gold,Fall,2.9,No,No,14,Bank Transfer,Monthly
573,56,Male,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Yes,26,Bank Transfer,Annually
1883,44,Male,54,Tennessee,L,Blue,Winter,5,No,No,25,Bank Transfer,Quarterly
4337,31,Other,183.76,New York,M,Red,Autumn,2,No,No,26,Credit Card,Weekly
1743,51,Male,80,Kansas,XL,White,Spring,4.3,No,No,18,Venmo,Every 3 Months
3618,48,Female,47,Kentucky,M,Lavender,Fall,4.3,No,No,29,Debit Card,Monthly
1023,61,Male,41,Nebraska,M,Lavender,Winter,4.9,Yes,Yes,7,Cash,Annually
4662,25,Other,1459.59,Houston,L,Black,Spring,,Yes,Yes,,Debit Card,Monthly
678,60,Male,62,Washington,S,Turquoise,Summer,2.7,Yes,Yes,41,PayPal,Annually
3477,68,Female,99,South Carolina,XL,Orange,Summer,3.2,No,No,11,Cash,Weekly
4641,30,Female,822.03,Los Angeles,,Red,Summer,,No,Yes,,Debit Card,Weekly
1351,31,Male,71,Delaware,M,Orange,Fall,4.3,No,Yes,1,Cash,Every 3 Months
1044,28,Male,76,Hawaii,M,Green,Spring,3.3,Yes,Yes,28,Debit Card,Fortnightly
1786,47,Male,29,Iowa,S,Peach,Fall,4.1,No,No,22,Venmo,Monthly
287,27,Male,51,Nebraska,L,Gray,Summer,2.6,Yes,Yes,6,Debit Card,Annually
2456,20,Male,98,Alaska,L,Lavender,Spring,3.4,No,No,25,Cash,Every 3 Months
3587,33,Female,28,Idaho,M,Yellow,Winter,4.6,No,No,12,PayPal,Bi-Weekly
5049,43,Male,,Chicago,S,White,Summer,,No,No,13,Cash,Monthly
2790,28,Female,85,North Carolina,L,Orange,Fall,5,No,No,28,Credit Card,Bi-Weekly
3313,55,Female,75,Louisiana,L,Black,Summer,3.9,No,No,45,Cash,Quarterly
4931,59,Other,,Phoenix,L,Red,Spring,,Yes,No,,PayPal,Quarterly
2864,37,Female,56,Connecticut,M,Yellow,Fall,3.9,No,No,18,Venmo,Monthly
2645,25,Male,83,New Mexico,M,Turquoise,Spring,3.3,No,No,4,Bank Transfer,Every 3 Months
2783,41,Female,34,Idaho,S,Cyan,Spring,3.8,No,No,30,PayPal,Annually
2716,25,Female,92,Mississippi,XL,Pink,Winter,4.1,No,No,29,PayPal,Fortnightly
1943,63,Male,28,Alabama,M,Cyan,Fall,3.4,No,No,22,PayPal,Monthly
2484,32,Male,96,Arizona,S,Teal,Fall,2.9,No,No,8,Debit Card,Monthly
2707,24,Female,40,Alabama,S,Blue,Spring,3.1,No,No,48,Debit Card,Quarterly
2394,58,Male,97,Louisiana,M,Brown,Winter,5,No,No,38,PayPal,Every 3 Months
4296,59,Female,591.76,New York,,White,Winter,3,No,No,4,Credit Card,Quarterly
1577,56,Male,75,Michigan,M,White,Spring,3.7,No,Yes,36,PayPal,Monthly
2305,26,Male,73,Louisiana,L,Silver,Winter,4.7,No,No,9,Debit Card,Fortnightly
1365,68,Male,75,Delaware,L,Yellow,Fall,4.7,No,Yes,5,Cash,Every 3 Months
1643,18,Male,70,Mississippi,M,Beige,Spring,4.2,No,Yes,16,PayPal,Fortnightly
3519,50,Female,97,Colorado,M,Black,Spring,4.2,No,No,30,PayPal,Quarterly
5016,45,Other,992.57,Phoenix,L,Black,Spring,,No,No,,PayPal,Weekly
2760,68,Female,59,Washington,M,Turquoise,Summer,3.9,No,No,42,Cash,Every 3 Months
2770,32,Female,89,Oklahoma,L,Lavender,Fall,3,No,No,13,Cash,Weekly
4080,28,Female,551.22,Los Angeles,,Blue,Winter,,Yes,Yes,32,Cash,Monthly
4041,66,Male,,Phoenix,M,Red,Autumn,3,No,No,,PayPal,Monthly
3338,23,Female,23,Arizona,L,Blue,Winter,4.4,No,No,45,Bank Transfer,Bi-Weekly
920,41,Male,82,Massachusetts,L,Green,Winter,2.6,Yes,Yes,17,Debit Card,Bi-Weekly
5053,36,Male,949.74,Houston,L,White,Spring,4,Yes,No,,Cash,Quarterly
734,45,Male,36,Rhode Island,L,Cyan,Fall,2.7,Yes,Yes,20,Debit Card,Bi-Weekly
700,50,Male,46,Connecticut,M,Charcoal,Fall,2.6,Yes,Yes,5,PayPal,Weekly
1352,30,Male,31,Vermont,L,Maroon,Summer,2.8,No,Yes,28,Bank Transfer,Quarterly
4476,56,Male,,Phoenix,,White,Autumn,1,No,Yes,,Debit Card,Monthly
1987,62,Male,48,Arkansas,L,Green,Summer,3.4,No,No,14,Venmo,Quarterly
923,63,Male,60,Georgia,M,Cyan,Fall,4.2,Yes,Yes,13,Credit Card,Monthly
2921,33,Female,72,Texas,XL,Brown,Spring,4.9,No,No,3,Debit Card,Bi-Weekly
2007,58,Male,97,New Mexico,S,Pink,Fall,4.4,No,No,2,Credit Card,Annually
3201,67,Female,24,Missouri,L,Black,Spring,4.8,No,No,32,Credit Card,Monthly
1000,50,Male,28,New Mexico,L,Brown,Spring,2.9,Yes,Yes,23,Debit Card,Monthly
2433,59,Male,66,Hawaii,M,Peach,Winter,2.8,No,No,43,Venmo,Monthly
3597,28,Female,83,South Carolina,M,Charcoal,Spring,4.3,No,No,44,Cash,Fortnightly
2872,46,Female,43,Idaho,S,Black,Summer,2.7,No,No,40,Venmo,Bi-Weekly
4116,52,Male,,Los Angeles,L,Black,Winter,4,Yes,No,,Credit Card,Quarterly
330,70,Male,31,Nevada,S,White,Summer,2.9,Yes,Yes,34,Bank Transfer,Monthly
2150,38,Male,21,Hawaii,L,Orange,Winter,4,No,No,1,Bank Transfer,Weekly
2822,35,Female,72,Georgia,L,Olive,Summer,4.5,No,No,37,Venmo,Monthly
2343,20,Male,89,Tennessee,M,Olive,Fall,4.9,No,No,16,Debit Card,Fortnightly
2723,23,Female,83,Maine,M,Green,Spring,2.8,No,No,22,PayPal,Fortnightly
2153,38,Male,48,New Jersey,L,Magenta,Summer,4.5,No,No,43,Bank Transfer,Bi-Weekly
1621,25,Male,47,Virginia,M,Charcoal,Winter,3.1,No,Yes,27,PayPal,Every 3 Months
1914,49,Male,48,Kentucky,M,Peach,Winter,3.6,No,No,29,Cash,Annually
4174,50,Male,,New York,L,Black,Winter,5,No,No,13,Cash,Monthly
563,53,Male,62,Missouri,M,Blue,Summer,3.5,Yes,Yes,40,Debit Card,Annually
2374,37,Male,20,Michigan,M,Gray,Spring,4.9,No,No,21,Debit Card,Every 3 Months
104,54,Male,89,West Virginia,L,Red,Winter,4,Yes,Yes,22,Venmo,Bi-Weekly
2054,19,Male,60,Wyoming,S,Purple,Spring,4.5,No,No,16,Credit Card,Fortnightly
1099,49,Male,98,Idaho,S,Turquoise,Spring,3.6,No,Yes,27,Credit Card,Weekly
3148,45,Female,99,North Dakota,M,Pink,Winter,4.3,No,No,21,Credit Card,Weekly
2725,52,Female,91,Missouri,M,Brown,Spring,2.5,No,No,11,Debit Card,Fortnightly
1681,61,Male,37,Louisiana,M,Olive,Summer,3.4,No,No,6,Credit Card,Annually
4042,21,Other,1006.01,Los Angeles,S,Green,Winter,,No,Yes,50,Debit Card,Monthly
351,42,Male,68,Kentucky,M,Violet,Spring,2.6,Yes,Yes,47,Bank Transfer,Fortnightly
1163,47,Male,92,North Carolina,M,Blue,Winter,4.2,No,Yes,13,PayPal,Weekly
4606,33,Female,,Phoenix,L,White,Autumn,1,Yes,No,,Debit Card,Weekly
1947,59,Male,49,Louisiana,M,White,Summer,4.5,No,No,41,Credit Card,Quarterly
4470,60,Female,,Phoenix,,Red,Autumn,3,No,Yes,,Cash,Weekly
2653,23,Female,20,Maryland,L,Cyan,Summer,3.3,No,No,46,Credit Card,Monthly
5039,61,Male,835.52,Los Angeles,,Blue,Autumn,5,No,No,5,Debit Card,Monthly
518,61,Male,49,North Dakota,L,Silver,Fall,2.7,Yes,Yes,44,Cash,Every 3 Months
425,66,Male,23,Illinois,M,Gold,Winter,4.3,Yes,Yes,42,PayPal,Fortnightly
1190,64,Male,97,Arkansas,XL,Teal,Summer,,No,Yes,28,Debit Card,Annually
2906,58,Female,53,New York,L,Black,Winter,4.8,No,No,14,Debit Card,Fortnightly
2240,42,Male,96,Alabama,L,Indigo,Summer,3.8,No,No,41,Credit Card,Every 3 Months
2031,66,Male,67,New Mexico,S,Green,Summer,2.8,No,No,38,Credit Card,Monthly
478,42,Male,56,North Dakota,M,Green,Summer,3.7,Yes,Yes,49,Debit Card,Weekly
807,56,Male,56,Florida,L,Charcoal,Summer,2.7,Yes,Yes,46,PayPal,Quarterly
1949,54,Male,37,Connecticut,L,Brown,Winter,3.1,No,No,39,PayPal,Bi-Weekly
3456,49,Female,89,Ohio,M,Orange,Fall,4.7,No,No,13,Venmo,Annually
634,66,Male,33,Minnesota,M,Orange,Spring,2.9,Yes,Yes,50,Debit Card,Quarterly
2606,41,Male,93,Nevada,M,White,Spring,3.7,No,No,32,Venmo,Fortnightly
3490,48,Female,26,Idaho,L,Black,Summer,4.6,No,No,32,PayPal,Every 3 Months
4436,59,Female,,Los Angeles,,Red,Summer,,Yes,Yes,39,PayPal,Monthly
2437,52,Male,24,Connecticut,M,Yellow,Fall,2.7,No,No,38,Credit Card,Quarterly
1523,38,Male,72,Tennessee,L,Yellow,Spring,4.8,No,Yes,5,Debit Card,Monthly
3689,52,Female,91,West Virginia,L,White,Spring,3,No,No,8,Cash,Monthly
4994,45,Female,728.44,New York,L,Blue,Spring,,Yes,Yes,42,Cash,Monthly
3627,69,Female,98,Mississippi,L,Teal,Fall,3.5,No,No,32,Venmo,Quarterly
1611,20,Male,31,Tennessee,L,Purple,Spring,3.4,No,Yes,1,PayPal,Annually
528,21,Male,23,South Carolina,L,Yellow,Winter,4.3,Yes,Yes,47,Bank Transfer,Every 3 Months
239,64,Male,34,Ohio,M,Peach,Fall,4.2,Yes,Yes,5,Cash,Annually
2587,20,Male,28,Maine,L,Yellow,Winter,4.6,No,No,1,Credit Card,Every 3 Months
4438,37,Other,1025.56,Phoenix,S,Black,Spring,5,No,No,,Cash,Weekly
1048,31,Male,36,Utah,S,Olive,Fall,4.2,Yes,Yes,7,Credit Card,Fortnightly
4817,65,Male,598.48,Chicago,S,Black,Autumn,,No,No,38,Cash,Monthly
2951,22,Female,91,Iowa,S,Maroon,Winter,4.1,No,No,44,Debit Card,Every 3 Months
2216,25,Male,96,West Virginia,M,Indigo,Winter,2.7,No,No,28,Credit Card,Fortnightly
162,65,Male,49,North Dakota,M,Olive,Fall,3,Yes,Yes,29,Venmo,Fortnightly
220,32,Male,88,Nevada,M,Cyan,Spring,3,Yes,Yes,12,Cash,Fortnightly
5015,54,Male,1436.38,New York,S,Green,Autumn,,No,Yes,18,Cash,Quarterly
1686,33,Male,48,Minnesota,M,Pink,Winter,4.6,No,No,43,PayPal,Bi-Weekly
32,33,Male,79,West Virginia,L,Brown,Winter,4.7,Yes,Yes,45,Venmo,Monthly
2461,58,Male,36,Maine,S,Lavender,Winter,4,No,No,28,Credit Card,Annually
1593,56,Male,83,Iowa,M,Cyan,Summer,3.3,No,Yes,10,Bank Transfer,Every 3 Months
2492,63,Male,47,North Carolina,M,Magenta,Spring,2.5,No,No,15,Bank Transfer,Monthly
2876,24,Female,81,Kentucky,M,Pink,Fall,2.6,No,No,14,Debit Card,Weekly
779,29,Male,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Yes,23,Debit Card,Annually
763,45,Male,46,New Mexico,M,Pink,Fall,3.9,Yes,Yes,43,Debit Card,Fortnightly
2613,55,Male,22,Louisiana,M,Turquoise,Winter,3.8,No,No,27,Venmo,Quarterly
615,68,Male,85,Idaho,M,Lavender,Winter,4,Yes,Yes,21,Credit Card,Bi-Weekly
3515,25,Female,50,Georgia,XL,Gray,Winter,4.7,No,No,32,Cash,Monthly
2953,50,Female,24,Alabama,M,Peach,Spring,4.9,No,No,5,Debit Card,Monthly
2869,45,Female,49,Colorado,M,Black,Winter,2.6,No,No,42,PayPal,Every 3 Months
419,18,Male,73,Illinois,L,Purple,Spring,3,Yes,Yes,27,Venmo,Bi-Weekly
803,38,Male,41,Delaware,M,Teal,Winter,3.5,Yes,Yes,2,Bank Transfer,Weekly
934,70,Male,84,Colorado,M,Magenta,Spring,2.7,Yes,Yes,33,Debit Card,Monthly
3859,30,Female,77,Missouri,M,Olive,Winter,3.5,No,No,26,Credit Card,Quarterly
4445,59,Male,,Houston,,Red,Summer,,Yes,No,46,Credit Card,Monthly
882,52,Male,61,South Carolina,M,Silver,Summer,2.7,Yes,Yes,18,Venmo,Annually
2687,40,Female,72,Georgia,M,Black,Winter,3.8,No,No,33,Cash,Fortnightly
519,24,Male,100,Oregon,M,Beige,Fall,2.9,Yes,Yes,16,Venmo,Every 3 Months
2599,64,Male,86,Nevada,XL,Olive,Fall,3.3,No,No,31,Debit Card,Annually
2972,30,Female,100,Utah,L,Yellow,Fall,3.9,No,No,9,PayPal,Every 3 Months
4598,37,Female,187.51,Phoenix,,Blue,Summer,,Yes,Yes,20,Credit Card,Weekly
3640,26,Female,44,Illinois,M,Brown,Summer,3.6,No,No,39,Venmo,Annually
3634,39,Female,51,Montana,M,Orange,Spring,2.8,No,No,1,Bank Transfer,Bi-Weekly
951,54,Male,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Yes,30,PayPal,Quarterly
4838,54,Male,,Phoenix,XL,Black,Spring,5,No,No,,Cash,Quarterly
3852,50,Female,83,Montana,M,Pink,Summer,3.9,No,No,24,Debit Card,Annually
929,67,Male,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Yes,31,Cash,Every 3 Months
592,47,Male,37,Kentucky,L,Olive,Fall,4.2,Yes,Yes,6,Debit Card,Bi-Weekly
3418,54,Female,35,Massachusetts,M,Blue,Summer,2.9,No,No,22,Debit Card,Fortnightly
2970,36,Female,62,Vermont,S,Blue,Fall,4.3,No,No,20,Cash,Every 3 Months
795,69,Male,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Yes,10,Debit Card,Fortnightly
4088,49,Female,,Chicago,,Blue,Spring,,No,No,37,Debit Card,Weekly
856,70,Male,76,Oregon,L,Gold,Spring,3,Yes,Yes,14,Credit Card,Quarterly
2096,36,Male,63,New Mexico,M,Gray,Fall,4,No,No,1,Bank Transfer,Fortnightly
4304,35,Female,469.48,Houston,,Red,Winter,,Yes,Yes,,Cash,Monthly
4510,56,Other,1403.73,Phoenix,M,Black,Spring,,No,Yes,,PayPal,Quarterly
5032,24,Male,,Los Angeles,XL,Black,Autumn,2,No,No,31,Cash,Monthly
3639,40,Female,20,Kansas,M,Olive,Spring,4.6,No,No,50,PayPal,Bi-Weekly
3266,40,Female,100,Alabama,M,White,Winter,3.2,No,No,28,Credit Card,Fortnightly
2298,60,Male,83,California,M,Orange,Summer,4.7,No,No,1,Bank Transfer,Quarterly
4311,19,Female,873.21,Chicago,S,Red,Winter,5,Yes,No,33,Credit Card,Monthly
485,68,Male,73,Missouri,L,Lavender,Summer,4.7,Yes,Yes,28,Bank Transfer,Quarterly
736,61,Male,48,Montana,M,Orange,Fall,3.6,Yes,Yes,48,Cash,Bi-Weekly
2505,56,Male,94,Rhode Island,M,Turquoise,Winter,4,No,No,31,Cash,Bi-Weekly
323,41,Male,95,Tennessee,S,Cyan,Winter,3,Yes,Yes,47,Credit Card,Monthly
195,51,Male,94,Missouri,M,Olive,Spring,3.1,Yes,Yes,15,Debit Card,Quarterly
2135,55,Male,41,Virginia,XL,Maroon,Winter,2.9,No,No,35,Credit Card,Fortnightly
2474,57,Male,98,Arkansas,M,Red,Winter,2.6,No,No,28,Cash,Quarterly
3767,62,Female,59,Texas,M,Black,Fall,4.9,No,No,43,Debit Card,Annually
345,24,Male,71,Virginia,M,Charcoal,Winter,4,Yes,Yes,46,Debit Card,Monthly
1027,49,Male,95,Virginia,L,Turquoise,Winter,3,Yes,Yes,39,PayPal,Bi-Weekly
468,19,Male,51,Nebraska,S,Orange,Spring,4.5,Yes,Yes,37,Debit Card,Every 3 Months
3693,59,Female,34,Alabama,L,Turquoise,Spring,4.8,No,No,29,Cash,Fortnightly
1618,43,Male,64,Wisconsin,M,Peach,Winter,4.3,No,Yes,50,Credit Card,Fortnightly
974,60,Male,75,Colorado,M,Teal,Fall,3.5,Yes,Yes,30,Bank Transfer,Quarterly
1990,35,Male,42,Maryland,S,Charcoal,Spring,4,No,No,39,PayPal,Bi-Weekly
352,28,Male,90,New York,M,Teal,Winter,3.9,Yes,Yes,24,Debit Card,Bi-Weekly
2616,49,Male,62,Arizona,M,Maroon,Fall,3.1,No,No,6,Debit Card,Quarterly
1486,22,Male,56,Nebraska,L,Red,Spring,3.4,No,Yes,3,Cash,Fortnightly
3563,47,Female,36,Maryland,M,Cyan,Winter,3.4,No,No,7,Bank Transfer,Weekly
3318,21,Female,67,North Carolina,XL,Pink,Summer,4.7,No,No,30,Cash,Quarterly
151,35,Male,96,California,L,Cyan,Fall,4.9,Yes,Yes,17,Debit Card,Every 3 Months
1059,29,Male,33,New Mexico,L,Violet,Summer,3.1,No,Yes,49,Bank Transfer,Every 3 Months
2868,21,Female,55,Colorado,L,White,Summer,4.9,No,No,33,Cash,Fortnightly
2145,47,Male,23,Maryland,L,Orange,Winter,3.7,No,No,25,PayPal,Quarterly
1008,58,Male,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Yes,2,Credit Card,Annually
4670,41,Male,,Chicago,,Blue,Autumn,,No,Yes,,PayPal,Quarterly
2351,57,Male,26,Hawaii,M,Turquoise,Winter,4.2,No,No,21,Cash,Annually
3590,31,Female,73,New Hampshire,M,Blue,Spring,4.8,No,No,38,Cash,Every 3 Months
506,61,Male,63,Maine,L,Gray,Spring,4.3,Yes,Yes,9,Cash,Bi-Weekly
11,53,Male,34,Arkansas,L,Purple,Fall,4.1,Yes,Yes,26,Bank Transfer,Bi-Weekly
783,28,Male,57,Hawaii,M,Green,Summer,4.5,Yes,Yes,15,Cash,Weekly
2236,40,Male,82,Illinois,M,Gray,Spring,4.5,No,No,44,Credit Card,Annually
2724,54,Female,49,Texas,XL,Brown,Summer,2.9,No,No,3,PayPal,Every 3 Months
5099,59,Female,736.01,Chicago,,White,Spring,1,No,Yes,,Cash,Weekly
3843,35,Female,84,Colorado,L,Lavender,Winter,4.2,No,No,42,Debit Card,Monthly
3,50,Male,73,Massachusetts,S,Maroon,Spring,3.1,Yes,Yes,23,Credit Card,Weekly
1208,62,Male,90,Washington,M,White,Summer,4.1,No,Yes,48,Credit Card,Every 3 Months
2759,32,Female,98,Illinois,M,Purple,Summer,3.2,No,No,8,Bank Transfer,Bi-Weekly
384,50,Male,77,West Virginia,S,Magenta,Fall,,Yes,Yes,6,PayPal,Quarterly
1866,56,Male,62,Missouri,S,Silver,Summer,3.8,No,No,12,Bank Transfer,Monthly
4739,29,Male,,New York,S,Green,Autumn,1,Yes,No,9,Cash,Weekly
2497,67,Male,79,Illinois,S,Yellow,Summer,3.2,No,No,37,Credit Card,Weekly
2573,54,Male,42,Washington,M,Silver,Fall,3.9,No,No,40,Bank Transfer,Quarterly
1284,69,Male,94,Oregon,M,Violet,Winter,3.9,No,Yes,23,Debit Card,Every 3 Months
171,52,Male,25,Wyoming,M,Maroon,Fall,2.6,Yes,Yes,46,Venmo,Bi-Weekly
2980,31,Female,91,Louisiana,L,Olive,Fall,2.6,No,No,14,PayPal,Weekly
4803,70,Other,,Phoenix,L,Black,Summer,5,Yes,Yes,,Debit Card,Monthly
3077,66,Female,46,New Hampshire,M,Blue,Summer,3.6,No,No,13,Venmo,Bi-Weekly
609,41,Male,25,Delaware,S,Gold,Fall,3.3,Yes,Yes,21,Venmo,Every 3 Months
3668,51,Female,45,Washington,L,Cyan,Fall,2.6,No,No,20,Venmo,Monthly
3123,23,Female,45,Georgia,M,Pink,Fall,3,No,No,34,Credit Card,Fortnightly
3098,48,Female,33,Delaware,M,Silver,Fall,3.7,No,No,39,Bank Transfer,Quarterly
2227,22,Male,72,Missouri,L,Blue,Spring,4.8,No,No,28,Cash,Annually
2383,39,Male,60,California,M,Turquoise,Spring,3.9,No,No,44,Debit Card,Weekly
4377,34,Female,,Chicago,,Green,Autumn,,No,No,3,Debit Card,Weekly
4512,42,Male,,Los Angeles,M,Red,Winter,,No,Yes,5,PayPal,Monthly
3839,47,Female,25,Rhode Island,L,Green,Summer,4.2,No,No,24,Venmo,Every 3 Months
4938,47,Female,914.23,Chicago,M,Green,Summer,,No,No,,Debit Card,Weekly
